IATA,ICAO,Airport Name,Country Code
BJV,LTFE,Milas-Bodrum Airport,TR
BJW,WATB,Bajawa Soa Airport,ID
BJX,MMLO,Guanajuato International Airport,MX
BJY,LYBT,Batajnica,RS
BJZ,LEBZ,Badajoz Airport,ES
BKB,VIBK,Bikaner,IN
BKC,PABL,Buckland Airport,US
BKD,KBKD,Stephens County,US
BKE,KBKE,Baker,US
BKF,5Z9,Lake Brooks SPB,US
BKG,KBBG,Branson,US
BKH,PHBK,Barking Sands PMRF,US
BKI,WBKK,Kota Kinabalu International Airport,MY
BKJ,GUOK,Boke,GN
BKK,VTBS,Suvarnabhumi Airport,TH
BKL,KBKL,Burke Lakefront Airport,US
BKM,WBGQ,Bakalalan,MY
BKO,GABS,Bamako-Senou International Airport,ML
BKP,YBAW,Barkly Downs,AU
BKQ,YBCK,Blackall Airport,AU
BKR,FTTK,Bokoro,TD
BKS,WIGG,Fatmawati Soekarno Airport,ID
BKT,KBKT,Blackstone AAF,US
BKU,FMSV,Betioky,MG
BKW,KBKW,Beckley Airport,US
BKX,KBKX,Brookings,US
BKY,FZMA,Kavumu,CD
BKZ,HTBU,Bukoba Airport,TZ
BLA,SVBC,General Jose Antonio Anzoategui International Airport,VE
BLB,MPPA,Panama Pacifico Airport,PA
BLC,FKKG,Bamenda,CM
BLD,KBVU,Boulder City,US
BLE,ESSD,Dala Airport,SE
BLF,KBLF,Princeton,US
BLG,WBGC,Belaga,MY
BLH,KBLH,Blythe,US
BLI,KBLI,Bellingham International Airport,US
BLJ,DABT,Batna Airport,DZ
BLK,EGNH,Blackpool Airport,GB
BLL,EKBI,Billund Airport,DK
BLM,KBLM,Monmouth Executive Airport,US
BLN,YBLA,Benalla,AU
BLO,BIBL,Blonduos,IS
BLP,SPBL,Bellavista,PE
BLQ,LIPE,Guglielmo Marconi Airport,IT
BLR,VOBL,Kempegowda International Airport,IN
BLS,YBLL,Bollon,AU
BLT,YBTR,Blackwater,AU
BLU,KBLU,Blue Canyon,US
BLV,KBLV,Belleville,US
BLW,HCMN,Bellows Field,US
BLX,LIDB,Belluno,IT
BLY,EIBT,Belmullet,IE
BLZ,FWCL,Chileka Airport,MW
BMA,ESSB,Bromma Airport,SE
BMB,FZFU,Bumba,CD
BMC,KBMC,Brigham City,US
BMD,FMML,Belo,MG
BME,YBRM,Broome Airport,AU
BMF,FEGM,Bakouma,CF
BMG,KBMG,Bloomington,US
BMH,AYBO,Bomai,PG
BMI,KBMI,Central Illinois Regional Airport,US
BMJ,SYBR,Baramita,GY
BMK,EDWR,Borkum,DE
BML,KBML,Berlin Municipal Airport,US
BMM,FOOB,Bitam,GA
BMN,ORBB,Bamerny,IQ
BMO,VYBM,Bhamo,MM
BMP,YBPI,Brampton Island,AU
BMQ,HKBM,Bamburi,KE
BMR,EDWZ,Baltrum,DE
BMS,SSXH,Brumado,BR
BMT,KBMT,Beaumont Municipalcipal,US
BMU,WADB,Sultan Muhammad Salahuddin Airport,ID
BMV,VVBM,Phung-Duc Airport,VN
BMW,DATM,Bordj Badji Mokhtar,DZ
BMX,PABM,Big Mountain,US
BMY,NWWC,Belep Island,NC
BMZ,AYBF,Bamu,PG
BNA,KBNA,Nashville International Airport,US
BNB,FZGN,Boende,CD
BNC,FZNP,Beni,CD
BND,OIKB,Bandar Abbas International Airport,IR
BNE,YBBN,Brisbane Airport,AU
BNG,KBNG,Banning,US
BNH,MA87,Barnes,US
BNI,DNBE,Benin City Airport,NG
BNK,YBNA,Ballina Byron Airport,AU
BNL,KBNL,Barnwell Regional,US
BNM,AYBD,Bodinumu,PG
BNN,ENBN,Bronnoysund Airport Bronnoy,NO
BNO,KBNO,Burns,US
BNP,OPBN,Bannu,PK
BNR,DFOB,Banfora,BF
BNS,SVBI,Barinas,VE
BNT,AYDI,Bundi,PG
BNU,SSBL,Blumenau,BR
BNW,KBNW,Boone,US
BNX,LQBK,Banja Luka Airport,BA
BNY,AGGB,Bellona,SB
BOA,FZAJ,Boma,CD
BOB,NTTB,Motu Mute Airport,PF
BOC,MPBO,Bocas Del Toro,PA
BOD,LFBD,Bordeaux Airport,FR
BOE,FCOB,Boundji,CG
BOG,SKBO,El Dorado International Airport,CO
BOH,EGHH,Bournemouth Airport,GB
BOI,KBOI,Boise Air Terminal (Gowen Field),US
BOJ,LBBG,Bourgas Airport,BG
BOK,KBOK,Brookings State,US
BOM,VABB,Chhatrapati Shivaji International Airport,IN
BON,TNCB,Flamingo International Airport,BQ
BOO,ENBO,Bodo Airport,NO
BOP,FEFO,Bouar,CF
BOS,KBOS,Logan International Airport,US
BOT,AYET,Boset,PG
BOU,LFLD,Bourges,FR
BOW,KBOW,Bartow,US
BOX,YBRL,Borroloola,AU
BOY,DFOO,Borgo,BF
BOZ,FEGZ,Bozoum,CF
BPC,FKKV,Bamenda,CM
BPD,AYBP,Bapi,PG
BPE,ZBDH,Qinhuangdao Beidaihe Airport,CN
BPF,AGBT,Batuna Aerodrome,SB
BPG,SBBW,Barra Do Garcas,BR
BPH,RPMF,Bislig,PH
BPI,KBPI,Big Piney-marbleton,US
BPK,AYBQ,Biangabip,PG
BPL,ZWBL,Bole Airport,CN
BPM,VOHY,Begumpet,IN
BPN,WALL,Sultan Aji Muhamad Sulaiman Airport,ID
BPS,SBPS,Porto Seguro Airport,BR
BPT,KBPT,Jefferson County Airport,US
BPX,ZUBD,Bangda Airport,CN
BPY,FMNQ,Besalampy,MG
BQA,RPUR,Baler,PH
BQB,YBLN,Bussellton Regional Airport,AU
BQE,GGBU,Bubaque,GW
BQG,UHNB,Bogorodskoye,RU
BQH,EGKB,Biggin Hill,GB
BQI,FYBG,Bagani,NA
BQJ,UEBB,Batagay,RU
BQK,KBQK,Glynco Jetport,US
BQL,YBOU,Boulia,AU
BQN,TJBQ,Rafael Hernandez Airport,PR
BQO,DIBN,Bouna,CI
BQQ,SNBX,Barra,BR
BQS,UHBB,Blagoveschensk Airport,RU
BQT,UMBB,Brest Airport,BY
BQU,TVSB,J. F. Mitchell,VC
BQV,BQV,Bartlett SPB,US
BQW,YBGO,Balgo Hills,AU
BRA,SNBR,Barreiras Airport,BR
BRB,SSRS,Barreirinhas,BR
BRC,SAZS,San Carlos de Bariloche International Airport,AR
BRD,KBRD,Crow Wing County Airport,US
BRE,EDDW,Bremen Airport,DE
BRI,LIBD,Palese Airport,IT
BRK,YBKE,Bourke,AU
BRL,KBRL,Burlington Airport,US
BRM,SVBM,Barquisimeto Airport,VE
BRN,LSZB,Bern Airport,CH
BRO,KBRO,South Padre Island International Airport,US
BRP,AYBR,Biaru,PG
BRQ,LKTB,Turany Airport,CZ
BRR,EGPR,North Bay Airport,GB
BRS,EGGD,Bristol Airport,GB
BRT,YBTI,Bathurst Island,AU
BRU,EBBR,Brussels Airport,BE
BRV,EDWB,Bremerhaven,DE
BRW,PABR,Wiley Post-Will Rogers Memorial Airport,US
BRX,MDBH,Barahona,DO
BRY,KBRY,Samuels Field,US
BSA,HCMF,Bossaso,SO
BSB,SBBR,Brasilia International Airport,BR
BSC,SKBS,Bahia Solano,CO
BSD,ZPBS,Baoshan Airport,CN
BSE,WBGN,Sematan,MY
BSF,PHSF,Bradshaw AAF,US
BSG,FGBT,Bata Airport,GQ
BSI,RPLE,Blairsville,US
BSJ,YBNS,Bairnsdale,AU
BSK,DAUB,Biskra Airport,DZ
BSL,LFSB,EuroAirport Swiss,CH
BSM,OINJ,Bishe-kola,IR
BSN,FEFS,Bossangoa,CF
BSO,RPUO,Basco Airport,PH
BSP,AYBH,Bensbach,PG
BSQ,P04,Bisbee Municipal Airport,US
BSR,ORMM,Basra International Airport,IQ
BSS,SNBS,Balsas,BR
BST,OABT,Bost,AF
BSU,FZEN,Basankusu,CD
BSW,AK97,Boswell Bay,US
BSX,VYPN,Bassein,MM
BSY,HCMD,Bardera,SO
BTA,FKKO,Yaoundé,CM
BTB,FCOT,Betou,CG
BTC,VCCB,Batticaloa,LK
BTD,YBRU,Brunette Downs,AU
BTE,GFBN,Bonthe,SL
BTF,KBTF,Salt Lake Skypark,US
BTG,FEGF,Batangafo,CF
BTH,WIDD,Hang Nadim International Airport,ID
BTI,PABA,Barter Island Airport,US
BTJ,WITT,Sultan Iskandar Muda International Airport,ID
BTK,UIBB,Bratsk Airport,RU
BTL,KBTL,WK Kellogg Regional,US
BTM,KBTM,Butte Airport,US
BTN,KBBP,Bennettsville,US
BTO,SMBO,Botopasie,SR
BTP,KBTP,Butler County - Kenny Scholter Field,US
BTQ,HRYI,Butare,RW
BTR,KBTR,Baton Rouge Metropolitan Airport,US
BTS,LZIB,Bratislava Airport,SK
BTT,PABT,Bettles,US
BTU,WBGB,Bintulu Airport,MY
BTV,KBTV,Burlington International Airport,US
BTW,WAOC,Batu Licin,ID
BTX,YBEO,Betoota,AU
BTY,KBTY,Beatty,US
BTZ,VTSY,Yala Betong International Airport,TH
BUA,AYBK,Buka,PG
BUB,KBUB,Municipal,US
BUC,YBKT,Burketown,AU
BUD,LHBP,Budapest Ferenc Liszt International Airport,HU
BUF,KBUF,Buffalo Niagara International Airport,US
BUG,FNBG,Gen V Deslandes,AO
BUI,WAJB,Bokondini,ID
BUJ,DAAD,Ain Eddis,DZ
BUK,OYBQ,Albuq,YE
BUL,AYBU,Bulolo,PG
BUM,KBUM,Butler,US
BUN,SKBU,Buenaventura,CO
BUO,HCMV,Burao,SO
BUP,VIBT,Bhatinda Airport,IN
BUQ,FVJN,Bulawayo Airport,ZW
BUR,KBUR,Bob Hope Airport,US
BUS,UGSB,Batumi Airport,GE
BUT,VQBT,Bathpalathang Airport,BT
BUU,WIPI,Muara Bungo Airport,ID
BUV,SUBU,Bella Union,UY
BUW,WAWB,Baubau Airport,ID
BUX,FZKA,Bunia,CD
BUY,YBUN,Bunbury,AU
BUZ,OIBB,Bushehr Airport,IR
BVA,LFOB,Beauvais-Tille Airport,FR
BVB,SBBV,Boa Vista Airport,BR
BVC,GVBA,Rabil Airport,CV
BVE,LFSL,Laroche Airport,FR
BVF,NFNU,Dama,FJ
BVG,ENBV,Berlevag Airport,NO
BVH,SBVH,Vilhena Airport,BR
BVI,YBDV,Birdsville,AU
BVJ,USDB,Bovanenkovo Airport,RU
BVK,SLHJ,Huacaraje,BO
BVL,SLBA,Baures,BO
BVM,SNBL,Belmonte,BR
BVO,KBVO,Bartlesville,US
BVR,GVBR,Esperadinha,CV
BVS,SNVS,Breves,BR
BVU,PABG,Beluga,US
BVV,UHSB,Burevestnik AFB,RU
BVW,YBTV,Batavia Downs,AU
BVX,KBVX,Municipal,US
BVY,KBVY,Beverly Municipal Airport,US
BVZ,YBYS,Beverley Springs,AU
BWA,VNBW,Bhairawa Airport,NP
BWB,YBWX,Barrow Island,AU
BWC,KBWC,Brawley,US
BWD,KBWD,Brownwood,US
BWE,EDVE,Braunschweig,DE
BWF,EGNL,Walney Island,GB
BWG,KBWG,Warren County,US
BWH,WMKB,Butterworth,MY
BWI,KBWI,Baltimore/Wash International Thurgood Marshall Airport,US
BWK,LDSB,Brac,HR
BWL,6OK6,Blackwell,US
BWM,KBWW,Bowman,US
BWN,WBSB,Brunei International Airport,BN
BWO,UWSB,Balakovo,RU
BWP,AYBI,Bewani,PG
BWQ,YBRW,Brewarrina,AU
BWT,YWYY,Burnie Wynyard Airport,AU
BWU,YSBK,Sydney Bankstown,AU
BWW,MUBR,Las Brujas Airport,CU
BWX,WADY,Bandar Udara Internasional Banyuwangi,ID
BXA,KBXA,George R Carr,US
BXB,WASO,Babo,ID
BXD,WAKE,Bade,ID
BXE,GOTB,Bakel,SN
BXF,YBEB,Belburn,AU
BXG,YBDG,Bendigo,AU
BXH,UAAH,Balhash,KZ
BXI,DIBI,Boundiali,CI
BXJ,UAAR,Burundai,KZ
BXK,KBXK,Buckeye Municipal,US
BXM,WAJG,Batom,ID
BXN,LTBV,Imsik,TR
BXO,LSZC,Buochs,CH
BXP,EPBP,Biala Podlaska,PL
BXR,OIKM,Bam,IR
BXS,L08,Borrego Springs,US
BXT,WALC,Bontang,ID
BXU,RPME,Butuan Airport,PH
BXV,BIBV,Breiddalsvik,IS
BXW,WARW,Harun Thohir Airport,ID
BXY,UAOL,Baikonur Krayniy Airport,KZ
BXZ,AYNS,Bunsil,PG
BYA,BYA,Boundary,US
BYC,SLYA,Yacuiba,BO
BYD,OYBI,Beidah,YE
BYF,LFAQ,Albert-Bray Airport,FR
BYG,KBYG,Municipal,US
BYH,KBYH,Arkansas International Airport,US
BYI,KBYI,Rupert,US
BYJ,LPBJ,Beja International,PT
BYK,DIBK,Bouake,CI
BYM,MUBY,C.M. de Cespedes,CU
BYN,ZMBH,Bayankhongor,MN
BYO,SBDB,Bonito Airport,BR
BYP,YBRY,Barimunya Airport,AU
BYQ,WALV,Bunyu,ID
BYR,EKLS,Laeso Airport,DK
BYS,KBYS,Bicycle Lake AAF,US
BYT,EIBN,Bantry,IE
BYU,EDQD,Bindlacher-Berg,DE
BYW,38WA,Blakely Island,US
BZA,MNBZ,San Pedro,NI
BZC,SSBZ,Buzios,BR
BZD,YBRN,Balranald,AU
BZE,MZBZ,Philip S.W. Goldson International Airport,BZ
BZF,O85,Benton Field,US
BZG,EPBY,Bydgoszcz Airport,PL
BZH,FVBM,Bumi Hills,ZW
BZI,LTBF,Balikesir,TR
BZK,UUBP,Bryansk International Airport,RU
BZL,VGBR,Barisal Airport,BD
BZN,KBZN,Bozeman Yellowstone International Airport,US
BZO,LIPB,Bolzano,IT
BZP,YBIZ,Bizant,AU
BZR,LFMU,Beziers Vias Airport,FR
BZT,2TE0,Eagle Air Park,US
BZU,FZKJ,Buta,CD
BZV,FCBB,Maya Maya Airport,CG
BZX,ZUBZ,Bazhong Enyang Airport,CN
BZY,LUBL,Beltsy Airport,MD
BZZ,EGVN,Raf Brize Norton,GB
CAA,MHCA,Catacamas,HN
CAB,FNCA,Cabinda Airport,AO
CAC,SBCA,Cascavel Airport,BR
CAD,KCAD,Cadillac,US
CAE,KCAE,Columbia Metropolitan Airport,US
CAF,SWCA,Carauari,BR
CAG,LIEE,Cagliari Elmas Airport,IT
CAH,VVCM,Kamau ,VN
CAI,HECA,Cairo International Airport,EG
CAJ,SVCN,Canaima,VE
CAK,KCAK,Akron-Canton Airport,US
CAL,EGEC,Machrihanish Airport,GB
CAM,SLCA,Camiri,BO
CAN,ZGGG,Guangzhou Baiyun International Airport,CN
CAO,KCAO,Clayton,US
CAP,MTCH,Cap Haitien Airport,HT
CAQ,SKCU,Caucasia,CO
CAR,KCAR,Municipal,US
CAT,LPCS,Cascais Municipal Aerodrome,PT
CAU,SNRU,Caruaru,BR
CAV,FNCZ,Cazombo,AO
CAW,SBCP,Bartolomeu Lisandro Airport,BR
CAX,EGNC,Carlisle,GB
CAY,SOCA,Felix Eboue Airport,GF
CAZ,YCBA,Cobar,AU
CBB,SLCB,J Wilsterman Airport,BO
CBD,VOCX,Car Nicobar,IN
CBE,KCBE,Greater Cumberland Regional,US
CBF,KCBF,Municipal,US
CBG,EGSC,Cambridge Airport,GB
CBH,DAOR,Leger,DZ
CBI,YCBN,Cape Barren Island,AU
CBJ,MDCR,Cabo Rojo,DO
CBK,KCBK,Municipal,US
CBL,SVCB,Ciudad Bolivar,VE
CBM,KCBM,Columbus AFB,US
CBN,WICD,Penggung,ID
CBO,RPMC,Awang Airport,PH
CBQ,DNCA,Calabar Airport,NG
CBR,YSCB,Canberra Airport,AU
CBS,SVON,Oro Negro,VE
CBT,FNCT,Catumbela Airport,AO
CBU,EDCD,Cottbus,DE
CBV,MGCB,Coban,GT
CBW,SSKM,Campo Mourao,BR
CBX,YCDO,Condobolin,AU
CBY,YCBE,Canobie,AU
CCA,SLCH,Chaffee AFB,US
CCB,KCCB,Cable Airport,US
CCC,MUCC,Jardines del Rey Airport,CU
CCE,HECP,Grand Case,MF
CCF,LFMK,Carcassonne Airport,FR
CCG,E13,Crane County Airport,US
CCH,SCCC,Chile Chico,CL
CCI,SSCK,Concordia,BR
CCJ,VOCL,Calicut International Airport,IN
CCK,YPCC,Cocos Islands Airport,CC
CCL,YCCA,Chinchilla,AU
CCM,SBCM,Criciuma,BR
CCN,OACC,Chakcharan,AF
CCO,SKCI,Carimagua,CO
CCP,SCIE,Carriel Sur Airport,CL
CCR,KCCR,Buchanan Field,US
CCS,SVMI,Simon Bolivar International Airport,VE
CCT,SA30,Colonia Catriel,AR
CCU,VECC,Netaji Subhas Chandra Bose Airport,IN
CCV,NVSF,Craig Cove,VU
CCW,YCWL,Cowell,AU
CCX,SWKC,Caceres,BR
CCY,KCCY,Municipal,US
CCZ,MYBC,Chub Cay,BS
CDA,YCOO,Cooinda,AU
CDB,PACD,Cold Bay Airport,US
CDC,KCDC,Cedar City Airport,US
CDD,MHCU,Cauquira,HN
CDE,ZBCD,Caledonia,PA
CDG,LFPG,Charles de Gaulle Airport,FR
CDH,KCDH,Harrell Field,US
CDI,SNKI,Cachoeiro Itapemirim,BR
CDJ,SBAA,Conceicao Do Araguaia,BR
CDL,AK75,Candle,US
CDN,KCDN,Woodward Field,US
CDO,FACD,Cradock,ZA
CDP,VOCP,Cuddapah,IN
CDQ,YCRY,Croydon,AU
CDR,KCDR,Chadron Airport,US
CDS,KCDS,Childress,US
CDT,LECH,Castellon,ES
CDU,YSCN,Camden,AU
CDV,PACV,Mudhole Smith Airport,US
CDW,KCDW,Caldwell Wright,US
CDY,RPMU,Cagayan De Sulu,PH
CEA,KCEA,Cessna Aircraft Field,US
CEB,RPVM,Mactan-Cebu International Airport,PH
CEC,KCEC,Del Norte County Regional Airport,US
CED,YCDU,Ceduna Airport,AU
CEE,ULWC,Cherepovets Airport,RU
CEF,KCEF,Westover ARB/Metropolitan,US
CEG,EGNR,Hawarden Airport,GB
CEH,FWCD,Chelinda,MW
CEI,VTCT,Chiang Rai International Airport,TH
CEK,USCC,Chelyabinsk International Airport,RU
CEM,PACE,Central,US
CEN,MMCN,Ciudad Obregon Airport,MX
CEO,FNWK,Waco Kungo,AO
CEP,SLCP,Concepcion,BO
CEQ,LFMD,Mandelieu,FR
CER,LFRC,Maupertus,FR
CES,YCNK,Cessnock,AU
CET,LFOU,Le Pontreau,FR
CEU,KCEU,Oconee County,US
CEV,KCEV,Mettle Field,US
CEW,KCEW,Bob Sikes,US
CEX,AK13,Chena Hot Springs,US
CEY,KCEY,Calloway County,US
CEZ,KCEZ,Montezuma County Airport,US
CFB,SBCB,Cabo Frio International Airport,BR
CFC,SBCD,Cacador,BR
CFD,KCFD,Coulter Field,US
CFE,LFLC,Clermont-Ferrand Auvergne Airport,FR
CFF,FNCF,Cafunfo,AO
CFG,MUCF,Jaime Gonzalez Airport,CU
CFH,YCFH,Clifton Hills,AU
CFI,YCFD,Camfield,AU
CFK,DAOI,Chlef International Airport,DZ
CFM,CET2,Conklin (Leismer) Airport,CA
CFN,EIDL,Donegal Airport,IE
CFO,SJHG,Confreza,BR
CFP,YCPN,Carpentaria Downs,AU
CFQ,CAJ3,Creston Valley Airport,CA
CFR,LFRK,Carpiquet Airport,FR
CFS,YCFS,Coffs Harbour Airport,AU
CFT,KCFT,Morenci,US
CFU,LGKR,Ioannis Kapodistrias Airport,GR
CFV,KCFV,Municipal,US
CGA,CGA,Craig SPB,US
CGB,SBCY,Marechal Rondon International Airport,BR
CGC,AYCG,Cape Gloucester,PG
CGD,ZGCD,Changde Airport,CN
CGE,KCGE,Cambridge,US
CGF,KCGF,Cuyahoga County,US
CGH,SBSP,Sao Paulo/Congonhas Airport,BR
CGI,KCGI,Cape Girardeau Airport,US
CGJ,FLKE,Chingola,ZM
CGK,WIII,Soekarno-Hatta International Airport,ID
CGM,RPMH,Mambajao,PH
CGN,EDDK,Cologne Bonn Airport,DE
CGO,ZHCC,Zhengzhou Xinzheng Airport,CN
CGP,VGEG,Shah Amanat International Airport,BD
CGQ,ZYCC,Changchun Longjia International Airport,CN
CGR,SBCG,Campo Grande International Airport,BR
CGS,KCGS,College Park,US
CGV,YCAG,Caiguna,AU
CGY,RPMY,Laguindingan International Airport,PH
CGZ,KCGZ,Municipal,US
CHA,KCHA,Chattanooga Airport,US
CHB,OPCL,Chilas,PK
CHC,NZCH,Christchurch International Airport,NZ
CHF,RKPE,Jinhae,KR
CHG,ZYCY,Chaoyang Airport,CN
CHH,SPPY,Chachapoyas,PE
CHJ,FVCH,Chipinge,ZW
CHK,KCHK,Municipal,US
CHL,KLLJ,Challis,US
CHM,SPEO,Chimbote,PE
CHN,RKJU,Jeonju,KR
CHO,KCHO,Charlottesville Albemarle Airport,US
CHP,CHP,Circle Hot Springs,US
CHQ,LGSA,Chania International Airport,GR
CHR,LFLX,Chateauroux,FR
CHS,KCHS,Charleston International Airport,US
CHT,NZCI,Karewa,NZ
CHU,PACH,Chuathbaluk Airport,US
CHV,LPCH,Chaves,PT
CHX,MPCH,Changuinola,PA
CHY,AGGC,Choiseul Bay Airport,SB
CHZ,K2S7,State,US
CIA,LIRA,Ciampino-G. B. Pastine International Airport,IT
CIC,KCIC,Chico Municipal Airport,US
CID,KCID,The Eastern Iowa Airport,US
CIE,YCOI,Collie,AU
CIF,ZBCF,Chifeng Airport,CN
CIG,KCAG,Craig-Moffat,US
CIH,ZBCZ,Changzhi Airport,CN
CII,LTBD,Cildir,TR
CIJ,SLCO,E. Beltram Airport,BO
CIK,PACI,Chalkyitsik,US
CIL,K29,Melsing Creek,US
CIM,SKCM,Cimitarra,CO
CIN,KCIN,Carroll,US
CIO,SGCO,MCAL Lopez,PY
CIP,FLCP,Chipata,ZM
CIQ,MGCQ,Chiquimula,GT
CIR,KCIR,Cairo,US
CIS,PCIS,Canton Island,KI
CIT,UAII,Shymkent Airport,KZ
CIU,KCIU,Chippewa County Airport,US
CIW,TVSC,Canouan Island,VC
CIX,SPHI,Cornel Ruiz Airport,PE
CIY,LICB,Comiso Airport,IT
CIZ,SWKO,Coari,BR
CJA,SPJR,Cajamarca Airport,PE
CJB,VOCB,Coimbatore International Airport,IN
CJC,SCCF,El Loa Airport,CL
CJF,YCWA,Coondewanna Airport,AU
CJH,CAG3,Chilko Lake,CA
CJJ,RKTU,Cheongju Airport,KR
CJL,OPCH,Chitral,PK
CJM,VTSE,Chumphon Airport,TH
CJN,WICN,Gillespie Field,US
CJS,MMCS,Abraham Gonzalez International Airport,MX
CJT,MMCO,Copalar,MX
CJU,RKPC,Jeju International Airport,KR
CJZ,SJZA,Cajazeiras Airport,BR
CKA,KCKA,Kegelman Af,US
CKB,KCKB,Benedum Airport,US
CKC,UKKE,Cherkassy,UA
CKD,CJX,Crooked Creek,US
CKE,1O2,Clear Lake,US
CKG,ZUCK,Chongqing Jiangbei International Airport,CN
CKH,UESO,Chokurdah Airport,RU
CKI,YCKI,Croker Island,AU
CKK,KCVK,Cherokee,US
CKL,UUMU,Chkalovsky,RU
CKM,KCKM,Fletcher Field,US
CKN,KCKN,Municipal,US
CKO,SSCP,Cornelio Procopio,BR
CKS,SBCJ,Carajas Airport,BR
CKT,OIMC,Sarakhs,IR
CKU,CKU,City,US
CKV,KCKV,Outlaw Field,US
CKW,YCHK,Christmas Creek Mine,AU
CKX,CKX,Chicken,US
CKY,GUCY,Conakry Airport,GN
CKZ,LTBH,Canakkale Airport,TR
CLA,VGCM,Comilla,BD
CLD,KCRQ,McClellan-Palomar Airport,US
CLE,KCLE,Cleveland Hopkins International Airport,US
CLH,YCAH,Coolah,AU
CLI,KCLI,Clintonville,US
CLJ,LRCL,Avram Iancu Cluj International Airport,RO
CLK,KCLK,Municipal,US
CLL,KCLL,Easterwood Airport,US
CLM,KCLM,Fairchild International,US
CLN,SBCI,Carolina,BR
CLO,SKCL,Alfonso B. Aragon Airport,CO
CLP,PFCL,Clarks Point,US
CLQ,MMIA,Colima Airport,MX
CLR,KCLR,Calipatria,US
CLS,KCLS,Centralia,US
CLT,KCLT,Charlotte Douglas International Airport,US
CLU,KBAK,Columbus Municipal,US
CLV,SBCN,Caldas Novas,BR
CLW,KCLW,Executive,US
CLX,SATC,Clorinda,AR
CLY,LFKC,Sainte Catherine Airport,FR
CLZ,SVCL,Calabozo,VE
CMA,YCMU,Cunnamulla,AU
CMB,VCBI,Bandaranaike International Airport,LK
CMC,SNWC,Camocim,BR
CMD,YCTM,Cootamundra,AU
CME,MMCE,Ciudad Del Carmen Airport,MX
CMF,LFLB,Chambery,FR
CMG,SBCR,Corumba Internacional Airport,BR
CMH,KCMH,John Glenn Columbus International Airport,US
CMI,KCMI,Willard University Airport,US
CMJ,RCCM,Chi Mei,TW
CMK,FWCM,Club Makokola,MW
CML,YCMW,Camooweal,AU
CMM,MGCR,Carmelita,GT
CMN,GMMN,Mohamed V International Airport,MA
CMO,HCMO,Obbia,SO
CMP,SNKE,Campo Alegre,BR
CMQ,YCMT,Clermont,AU
CMR,LFGA,Colmar-houssen,FR
CMS,HCMS,Scusciuban,SO
CMU,AYCH,Chimbu,PG
CMV,NZCX,Coromandel,NZ
CMW,MUCM,Ign Agramonte International Airport,CU
CMX,KCMX,Houghton County Airport,US
CMY,KCMY,Fort Mccoy,US
CNA,MMCA,Cananea,MX
CNB,YCNM,Coonamble,AU
CNC,YCCT,Coconut Island,AU
CND,LRCK,Kogalniceanu Airport,RO
CNE,1V6,Canon City,US
CNF,SBCF,Tancredo Neves International Airport,BR
CNG,LFBG,Parvaud,FR
CNH,KCNH,Municipal,US
CNI,ZYCH,Changhai,CN
CNJ,YCCY,Cloncurry Airport,AU
CNK,KCNK,Blosser Municipal,US
CNL,EKSN,Sindal,DK
CNM,KCNM,Cavern City Air Terminal,US
CNN,VOKN,Kannur International Airport,IN
CNO,KCNO,Chino,US
CNP,BGCO,Neerlerit Inaat Airport,GL
CNQ,SARC,Camba Punta Airport,AR
CNR,SCRA,Chanaral,CL
CNS,YBCS,Cairns Airport,AU
CNU,KCNU,Martin Johnson,US
CNV,SNED,Canavieiras,BR
CNW,KCNW,TSTC Waco Airport,US
CNX,VTCC,Chiang Mai International Airport,TH
CNY,KCNY,Canyonlands Field,US
COA,O22,Columbia,US
COC,SAAC,Concordia,AR
COD,KCOD,Yellowstone Regional Airport,US
COE,KCOE,Coeur D'Alene,US
COF,KCOF,Patrick AFB,US
COG,SKCD,Mandinga,CO
COH,VECO,Cooch Behar,IN
COI,KCOI,Merritt Island,US
COJ,YCBB,Coonabarabran,AU
COK,VOCI,Cochin International Airport,IN
COL,EGEL,Isle Of Coll,GB
COM,KCOM,Coleman,US
CON,KCON,Concord,US
COO,DBBB,Cotonou Airport,BJ
COP,K23,Cooperstown - Westville Airport,US
COQ,ZMCD,Choibalsan,MN
COR,SACO,Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport,AR
COS,KCOS,Colorado Springs Airport,US
COT,KCOT,Cotulla,US
COU,KCOU,Columbia Regional Airport,US
COW,SCCQ,Coquimbo,CL
COY,YCWY,Coolawanyah,AU
COZ,MDCZ,Constanza,DO
CPA,GLCP,A. Tubman,LR
CPB,SKCA,Capurgana,CO
CPC,SAZY,Chapelco Airport,AR
CPD,YCBP,Coober Pedy Airport,AU
CPE,MMCP,Campeche International Airport,MX
CPF,WARC,Cepu,ID
CPH,EKCH,Copenhagen Airport,DK
CPL,SKHA,Chaparral,CO
CPM,KCPM,Compton,US
CPO,SCAT,Chamonate Airport,CL
CPP,SCKP,Coposa Airport,CL
CPR,KCPR,Casper/Natrona County International Airport,US
CPS,KCPS,St. Louis Downtown Airport,US
CPT,FACT,Cape Town International Airport,ZA
CPU,SNCU,Cururupu,BR
CPV,SBKG,Joao Suassuna Airport,BR
CPX,TJCP,Benjamin Rivera Noriega Airport,PR
CQA,SWEK,Canarana Airport,BR
CQD,OIFS,Shahre-kord,IR
CQF,LFAC,Calais,FR
CQM,LERL,Ciudad Real Central,ES
